date,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,LeapYear
1995-01-01,1.30476871610083,1.30476871610083,1.30476871610083,1.30476871610083,1.60953743220166,0.304768716100829,-0.249999999999996
1995-04-01,-1.30476871610083,-0.30476871610083,-0.30476871610083,-0.30476871610083,-1.60953743220166,-1.30476871610083,2.1316282072803e-14
1995-07-01,0,0,0,0,0,1,-1.06581410364015e-14
1995-10-01,-1,-1,-6.66133814775094e-16,-6.66133814775094e-16,-6.66133814775094e-16,-1,1.4210854715202e-14
1996-01-01,-0.695231283899171,0.304768716100829,0.304768716100829,0.304768716100829,0.609537432201659,0.304768716100829,0.750000000000004
1996-04-01,-0.30476871610083,0.69523128389917,-0.30476871610083,0.69523128389917,0.390462567798341,0.69523128389917,2.1316282072803e-14
1996-07-01,1,0,0,0,0,0,-1.06581410364015e-14
1996-10-01,-1,-6.66133814775094e-16,-1,-1,-6.66133814775094e-16,-6.66133814775094e-16,1.4210854715202e-14
1997-01-01,-2.28887299576473,-2.49205213983195,-2.49205213983195,-1.49205213983195,-2.18728342373112,-1.49205213983195,-0.249999999999996
1997-04-01,1.28887299576473,0.49205213983195,1.49205213983195,0.49205213983195,2.18728342373112,1.49205213983195,2.1316282072803e-14
1997-07-01,0,1,0,0,0,0,-1.06581410364015e-14
1997-10-01,-6.66133814775094e-16,-1,-6.66133814775094e-16,-1,-1,-6.66133814775094e-16,1.4210854715202e-14
1998-01-01,0.711127004235269,0.507947860168049,-0.492052139831951,-0.492052139831951,0.812716576268878,0.507947860168049,-0.249999999999996
1998-04-01,-0.71112700423527,-1.50794786016805,-1.50794786016805,-0.50794786016805,-1.81271657626888,-0.50794786016805,2.1316282072803e-14
1998-07-01,0,0,1,0,0,0,-1.06581410364015e-14
1998-10-01,-6.66133814775094e-16,-6.66133814775094e-16,-1,-6.66133814775094e-16,-1,-1,1.4210854715202e-14
1999-01-01,0.711127004235269,0.507947860168049,0.507947860168049,-0.492052139831951,-0.187283423731122,0.507947860168049,-0.249999999999996
1999-04-01,-0.71112700423527,-0.50794786016805,-1.50794786016805,-1.50794786016805,-0.812716576268879,-1.50794786016805,2.1316282072803e-14
1999-07-01,0,0,0,1,0,0,-1.06581410364015e-14
1999-10-01,1,1,1,-6.66133814775094e-16,1,-6.66133814775094e-16,1.4210854715202e-14
2000-01-01,0.711127004235269,0.507947860168049,0.507947860168049,0.507947860168049,0.812716576268878,-0.492052139831951,0.750000000000004
2000-04-01,-1.71112700423527,-0.50794786016805,-0.50794786016805,-0.50794786016805,-1.81271657626888,-1.50794786016805,2.1316282072803e-14
2000-07-01,0,0,0,0,0,1,-1.06581410364015e-14
2000-10-01,-1,-1,-6.66133814775094e-16,-6.66133814775094e-16,-6.66133814775094e-16,-1,1.4210854715202e-14
2001-01-01,0.711127004235269,1.50794786016805,1.50794786016805,1.50794786016805,1.81271657626888,1.50794786016805,-0.249999999999996
2001-04-01,0.28887299576473,-0.50794786016805,0.49205213983195,0.49205213983195,0.187283423731121,-0.50794786016805,2.1316282072803e-14
2001-07-01,-1,-1,-1,-1,-1,-1,-1.06581410364015e-14
2001-10-01,1,-6.66133814775094e-16,-6.66133814775094e-16,1,1,1,1.4210854715202e-14
2002-01-01,-1.28887299576473,-1.49205213983195,-0.492052139831951,-0.492052139831951,-1.18728342373112,-0.492052139831951,-0.249999999999996
2002-04-01,0.28887299576473,1.49205213983195,0.49205213983195,1.49205213983195,2.18728342373112,0.49205213983195,2.48689957516035e-14
2002-07-01,1,0,0,0,0,0,-1.06581410364015e-14
2002-10-01,-1,-6.66133814775094e-16,-1,-1,-6.66133814775094e-16,-6.66133814775094e-16,1.4210854715202e-14
2003-01-01,0.711127004235269,-0.492052139831951,-0.492052139831951,0.507947860168049,0.812716576268878,0.507947860168049,-0.249999999999996
2003-04-01,-0.71112700423527,-0.50794786016805,0.49205213983195,-0.50794786016805,0.187283423731121,0.49205213983195,2.48689957516035e-14
2003-07-01,0,1,0,0,0,0,-1.06581410364015e-14
2003-10-01,-6.66133814775094e-16,-1,-6.66133814775094e-16,-1,-1,-6.66133814775094e-16,1.4210854715202e-14
2004-01-01,0.711127004235269,0.507947860168049,0.507947860168049,-0.492052139831951,0.812716576268878,0.507947860168049,0.750000000000004
2004-04-01,-0.71112700423527,-1.50794786016805,-1.50794786016805,-1.50794786016805,-0.812716576268879,-1.50794786016805,2.48689957516035e-14
2004-07-01,0,0,0,1,0,0,-1.06581410364015e-14
2004-10-01,1,1,1,-6.66133814775094e-16,1,-6.66133814775094e-16,1.4210854715202e-14
2005-01-01,-2.28887299576473,-1.49205213983195,-1.49205213983195,-1.49205213983195,-3.18728342373112,-2.49205213983195,-0.249999999999996
2005-04-01,3.28887299576473,2.49205213983195,1.49205213983195,1.49205213983195,2.18728342373112,2.49205213983195,2.48689957516035e-14
2005-07-01,0,0,0,0,1,0,-1.06581410364015e-14
2005-10-01,-6.66133814775094e-16,1,1,1,-6.66133814775094e-16,1,1.4210854715202e-14
2006-01-01,1.71112700423527,1.50794786016805,1.50794786016805,1.50794786016805,1.81271657626888,0.507947860168049,-0.249999999999996
2006-04-01,-1.71112700423527,-0.50794786016805,-0.50794786016805,-1.50794786016805,-1.81271657626888,-1.50794786016805,2.48689957516035e-14
2006-07-01,0,0,0,0,0,1,-1.06581410364015e-14
2006-10-01,-1,-1,-6.66133814775094e-16,-6.66133814775094e-16,-6.66133814775094e-16,-1,1.4210854715202e-14
2007-01-01,0.711127004235269,1.50794786016805,1.50794786016805,1.50794786016805,1.81271657626888,1.50794786016805,-0.249999999999996
2007-04-01,0.28887299576473,-0.50794786016805,0.49205213983195,0.49205213983195,-0.812716576268879,-0.50794786016805,2.48689957516035e-14
2007-07-01,-1,-1,-1,-1,-1,-1,-1.06581410364015e-14
2007-10-01,-1.42857142857143,-0.714285714285715,-0.714285714285715,0.285714285714285,0.285714285714285,0.285714285714285,-1.06581410364015e-14
2008-01-01,-2.28887299576473,-2.49205213983195,-1.49205213983195,-1.49205213983195,-2.18728342373112,-1.49205213983195,0.750000000000004
2008-04-01,0.860301567193301,0.777766425546236,1.77776642554624,0.777766425546236,2.47299770944541,1.77776642554624,2.48689957516035e-14
2008-07-01,0,1,0,0,0,0,-1.06581410364015e-14
2008-10-01,0.57142857142857,-0.714285714285715,-0.714285714285715,-0.714285714285715,-0.714285714285715,0.285714285714285,-1.06581410364015e-14
2009-01-01,0.711127004235269,0.507947860168049,-0.492052139831951,-0.492052139831951,0.812716576268878,0.507947860168049,-0.249999999999996
2009-04-01,-1.1396984328067,-1.22223357445376,-1.22223357445376,-0.222233574453764,-1.52700229055459,-0.222233574453764,2.48689957516035e-14
2009-07-01,0,0,1,0,0,0,-1.06581410364015e-14
2009-10-01,0.57142857142857,0.285714285714285,-0.714285714285715,-0.714285714285715,-0.714285714285715,-0.714285714285715,-1.06581410364015e-14
2010-01-01,0.711127004235269,0.507947860168049,0.507947860168049,-0.492052139831951,-0.187283423731122,0.507947860168049,-0.249999999999996
2010-04-01,-0.139698432806699,-1.22223357445376,-1.22223357445376,-1.22223357445376,-0.527002290554593,-1.22223357445376,2.48689957516035e-14
2010-07-01,0,0,0,1,0,0,-1.06581410364015e-14
2010-10-01,1.57142857142857,1.28571428571428,1.28571428571428,0.285714285714285,0.285714285714285,0.285714285714285,-1.06581410364015e-14
2011-01-01,0.711127004235269,0.507947860168049,0.507947860168049,0.507947860168049,-0.187283423731122,-0.492052139831951,-0.249999999999996
2011-04-01,0.860301567193301,0.777766425546236,-0.222233574453764,-0.222233574453764,-0.527002290554593,0.777766425546236,2.48689957516035e-14
2011-07-01,0,0,0,0,1,0,-1.06581410364015e-14
2011-10-01,0.57142857142857,1.28571428571428,1.28571428571428,1.28571428571428,0.285714285714285,0.285714285714285,-1.06581410364015e-14
2012-01-01,1.71112700423527,1.50794786016805,1.50794786016805,1.50794786016805,1.81271657626888,1.50794786016805,0.750000000000004
2012-04-01,0.860301567193301,-0.222233574453764,0.777766425546236,0.777766425546236,-0.527002290554593,-0.222233574453764,2.48689957516035e-14
2012-07-01,-1,-1,-1,-1,-1,-1,-1.06581410364015e-14
2012-10-01,-1.42857142857143,-0.714285714285715,-0.714285714285715,0.285714285714285,0.285714285714285,0.285714285714285,-1.06581410364015e-14
2013-01-01,-1.28887299576473,-1.49205213983195,-0.492052139831951,-0.492052139831951,-1.18728342373112,-0.492052139831951,-0.249999999999996
2013-04-01,-1.1396984328067,0.777766425546236,-0.222233574453764,0.777766425546236,1.47299770944541,-0.222233574453764,2.48689957516035e-14
2013-07-01,1,0,0,0,0,0,-1.06581410364015e-14
2013-10-01,-0.42857142857143,-0.714285714285715,-0.714285714285715,-0.714285714285715,0.285714285714285,0.285714285714285,-1.06581410364015e-14
2014-01-01,0.711127004235269,-0.492052139831951,-0.492052139831951,0.507947860168049,0.812716576268878,0.507947860168049,-0.249999999999996
2014-04-01,-2.1396984328067,-1.22223357445376,-0.222233574453764,-1.22223357445376,-0.527002290554593,-0.222233574453764,2.48689957516035e-14
2014-07-01,0,1,0,0,0,0,-1.06581410364015e-14
2014-10-01,0.57142857142857,-0.714285714285715,-0.714285714285715,-0.714285714285715,-0.714285714285715,0.285714285714285,-1.06581410364015e-14
2015-01-01,0.711127004235269,0.507947860168049,-0.492052139831951,-0.492052139831951,0.812716576268878,0.507947860168049,-0.249999999999996
2015-04-01,-1.1396984328067,-1.22223357445376,-1.22223357445376,-0.222233574453764,-1.52700229055459,-0.222233574453764,2.48689957516035e-14
2015-07-01,0,0,1,0,0,0,-1.06581410364015e-14
2015-10-01,0.57142857142857,0.285714285714285,-0.714285714285715,-0.714285714285715,-0.714285714285715,-0.714285714285715,-1.06581410364015e-14
2016-01-01,-2.28887299576473,-1.49205213983195,-1.49205213983195,-1.49205213983195,-3.18728342373112,-1.49205213983195,0.750000000000004
2016-04-01,3.8603015671933,2.77776642554624,1.77776642554624,1.77776642554624,2.47299770944541,2.77776642554624,2.48689957516035e-14
2016-07-01,0,0,0,0,1,0,-1.06581410364015e-14
2016-10-01,0.57142857142857,1.28571428571428,1.28571428571428,1.28571428571428,0.285714285714285,0.285714285714285,-1.06581410364015e-14
2017-01-01,1.71112700423527,1.50794786016805,1.50794786016805,1.50794786016805,1.81271657626888,0.507947860168049,-0.249999999999996
2017-04-01,-1.1396984328067,-0.222233574453764,-0.222233574453764,-1.22223357445376,-1.52700229055459,-1.22223357445376,2.48689957516035e-14
2017-07-01,0,0,0,0,0,1,-1.06581410364015e-14
2017-10-01,-1.42857142857143,-0.714285714285715,0.285714285714285,0.285714285714285,0.285714285714285,-0.714285714285715,-1.06581410364015e-14
2018-01-01,-0.288872995764731,0.507947860168049,0.507947860168049,0.507947860168049,-0.187283423731122,0.507947860168049,-0.249999999999996
2018-04-01,1.8603015671933,0.777766425546236,1.77776642554624,1.77776642554624,1.47299770944541,0.777766425546236,2.48689957516035e-14
2018-07-01,-5,-3,-3,-3,-3,-3,-1.06581410364015e-14
2018-10-01,-1.42857142857143,-0.714285714285715,-0.714285714285715,0.285714285714285,0.285714285714285,0.285714285714285,-1.06581410364015e-14
2019-01-01,-0.288872995764731,-0.492052139831951,0.507947860168049,0.507947860168049,0.812716576268878,0.507947860168049,-0.249999999999996
2019-04-01,-2.1396984328067,-0.222233574453764,-1.22223357445376,-0.222233574453764,-0.527002290554593,-1.22223357445376,2.48689957516035e-14
2019-07-01,1,0,0,0,0,0,-1.06581410364015e-14
2019-10-01,-0.42857142857143,-0.714285714285715,-0.714285714285715,-0.714285714285715,0.285714285714285,0.285714285714285,-1.06581410364015e-14
2020-01-01,0.711127004235269,0.507947860168049,-0.492052139831951,0.507947860168049,0.812716576268878,0.507947860168049,0.750000000000004
2020-04-01,-1.1396984328067,-1.22223357445376,-1.22223357445376,-0.222233574453764,-1.52700229055459,-0.222233574453764,2.48689957516035e-14
2020-07-01,0,0,1,0,0,0,-1.06581410364015e-14
2020-10-01,0.57142857142857,0.285714285714285,-0.714285714285715,-0.714285714285715,-0.714285714285715,-0.714285714285715,-1.06581410364015e-14
2021-01-01,0.711127004235269,0.507947860168049,0.507947860168049,-0.492052139831951,-0.187283423731122,0.507947860168049,-0.249999999999996
2021-04-01,-0.139698432806699,-1.22223357445376,-1.22223357445376,-1.22223357445376,-0.527002290554593,-1.22223357445376,2.48689957516035e-14
2021-07-01,0,0,0,1,0,0,-1.06581410364015e-14
2021-10-01,1.57142857142857,1.28571428571428,1.28571428571428,0.285714285714285,0.285714285714285,0.285714285714285,-1.06581410364015e-14
2022-01-01,0.711127004235269,0.507947860168049,0.507947860168049,0.507947860168049,-0.187283423731122,-0.492052139831951,-0.249999999999996
2022-04-01,0.860301567193301,0.777766425546236,-0.222233574453764,-0.222233574453764,-0.527002290554593,0.777766425546236,2.48689957516035e-14
2022-07-01,0,0,0,0,1,0,-1.06581410364015e-14
2022-10-01,0.57142857142857,1.28571428571428,1.28571428571428,1.28571428571428,0.285714285714285,0.285714285714285,-1.06581410364015e-14
